idHebergement,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES
10023,24,10
10024,85,38
10025,48,23
10026,16,8
10027,60,25
10028,90,50
10029,32,15
10030,51,23
10031,60,26
10046,72,32
10047,74,34
10048,63,30
10049,120,56
10050,56,26
10051,30,14
10052,77,37
10053,25,10
10054,110,50
10055,258,128
10056,47,24
10057,72,34
10058,70,29
10059,140,70
10060,88,44
10061,85,47
10062,645,315
10063,72,34
10064,54,24
10065,76,33
10066,35,19
10067,142,71
10068,57,25
10069,80,40
10070,173,69
10071,92,50
10072,NULL,180
10073,31,12
10074,49,19
10075,17,6
10076,90,45
10077,34,17
10078,54,24
10079,NULL,174
10083,20,9
10092,549,175
10093,82,41
10094,363,121
10095,300,105
10096,98,49
10098,114,57
10099,708,354
10100,47,21
10101,42,15
10102,113,48
10110,52,21
10111,18,7
10112,68,31
10113,110,50
10114,86,45
10115,162,72
10117,62,25
10118,39,18
10119,42,15
10120,182,91
10121,50,20
10122,41,20
10123,39,19
10124,60,31
10125,NULL,60
10126,76,38
10127,120,60
10136,68,34
10137,93,45
10138,37,13
10139,248,109
10140,60,25
10141,72,30
10142,99,48
10145,59,27
10148,NULL,107
10152,99,50
10153,166,83
10154,27,10
10155,120,59
10156,41,18
10159,40,17
10161,250,11
10162,120,47
10163,60,25
10164,160,61
10165,128,55
10166,95,52
10167,60,27
10168,18,9
10179,72,32
10180,150,75
10182,144,72
10183,59,26
10184,210,70
10185,44,20
10186,98,45
10187,96,39
10191,60,27
10195,255,84
10196,160,80
10197,24,10
10212,15,7
10213,81,38
10214,43,19
10215,57,27
10216,66,33
10217,25,12
10218,40,20
10219,33,16
10221,119,55
10223,46,15
10224,NULL,28
10225,121,57
10226,326,144
10227,44,20
10228,50,21
10229,26,10
10234,110,55
10235,18,12
10236,24,8
10237,99,40
10238,84,39
10239,136,57
10240,fr.html,NULL
10241,62,30
10242,38,17
10243,80,41
10245,91,42
10246,20,7
10247,18,8
10248,80,29
10249,54,26
10250,40,22
10251,135,72
10252,NULL,756
10253,73,33
10261,45,18
10262,161,71
10263,139,60
10264,33,18
10265,80,37
10269,72,30
10270,372,119
10276,25,10
10277,150,75
10279,3958,1000
10280,42,18
10281,42,15
10282,206,80
10283,53,21
10284,296,119
10285,157,70
10286,216,108
10287,37,19
10288,30,13
10289,26,11
10290,NULL,214
10292,174,71
10293,102,50
10298,15,7
10299,53,28
10300,70,38
10301,99,99
10302,191,9
10303,149,72
10304,41,20
10305,32,16
10306,63,31
10307,86,43
10308,57,28
10309,56,32
10316,68,39
10317,46,18
10318,264,80
10320,34,16
10321,71,30
10322,664,190
10323,78,37
10328,137,55
10329,30,15
10330,57,24
10331,NULL,190
10332,15,6
10333,110,55
10334,50,23
10335,66,33
10337,96,49
10338,45,20
10339,NULL,110
10340,186,54
10341,88,40
10342,93,36
10343,70,23
10344,67,34
10345,144,60
10358,32,16
10359,27,11
10362,272,80
10363,38,16
10367,87,40
10369,NULL,220
10371,120,59
10372,16,6
10373,24,13
10374,62,31
10375,105,57
10376,50,22
10377,25,10
10378,64,27
10387,168,81
10391,20,10
10392,16,10
10393,50,50
10394,29,15
10395,144,72
10396,91,49
10397,127,52
10399,23,10
10400,NULL,150
10401,26,10
10402,104,50
10403,22,10
10404,51,22
10405,180,66
10406,99,45
10407,102,47
10408,157,71
10409,30,10
10410,143,66
10411,96,38
10412,32,20
10425,35,16
10433,274,137
10434,31,25
10435,36,16
10436,471,126
10437,96,48
10438,99,43
10439,54,15
10440,64,29
10441,60,24
10442,78,29
10443,55,31
10444,100,50
10445,150,71
10446,26,10
10447,65,26
10448,99,49
10449,61,21
10451,73,28
10452,100,44
10453,78,39
10463,28,10
10464,70,33
10465,88,40
10466,60,28
10467,190,85
10468,328,164
10469,50,20
10470,18,9
10471,50,35
10472,200,100
10474,NULL,49
10475,65,30
10476,58,29
10477,72,36
10478,64,30
10479,162,70
10480,219,68
10481,22,9
10482,62,30
10483,NULL,381
10484,70,35
10485,247,89
10486,54,20
10487,224,108
10489,124,62
10490,20,8
10491,97,51
10492,57,23
10493,66,26
10494,40,17
10495,http://www.monalisa.fr,NULL
10497,34,17
10498,50,25
10503,44,20
10504,85,38
10505,61,25
10506,22,12
10507,346,163
10508,94,47
10509,1081,388
10511,18,8
10516,65,19
10517,200,88
10518,165,65
10519,25,9
10520,68,27
10521,56,23
10522,166,63
10523,29,10
10524,39,17
10525,42,16
10526,67,30
10529,90,43
10537,216,72
10538,55,26
10539,29,11
10540,20,8
10541,67,43
10542,42,19
10543,44,19
10544,40,16
10545,385,112
10546,20,10
10547,37,16
10548,96,41
10553,32,16
10554,450,210
10555,70,31
10556,NULL,17
10557,46,18
10558,882,142
10559,476,100
10560,78,31
10561,220,106
10562,115,42
10563,100,40
10564,29,10
10565,290,100
10566,27,12
10567,60,27
10570,39,13
10575,99,48
10577,31,15
10578,84,42
10579,60,27
10580,54,27
10581,43,18
10582,55,25
10583,57,26
10584,191,97
10585,110,48
10586,30,15
10587,60,30
10588,248,120
10589,74,30
10590,96,48
10591,7,3
10592,89,41
10593,114,53
10594,21,10
10595,98,49
10596,185,67
10612,68,35
10613,45,19
10614,70,32
10615,81,35
10616,119,51
10620,96,52
10621,124,42
10622,88,36
10623,52,20
10629,33,17
10630,98,39
10631,34,17
10632,71,33
10633,65,32
10634,58,29
10635,30,14
10636,48,24
10637,127,49
10638,41,19
10639,18,9
10640,31,17
10641,220,44
10642,45,17
10643,98,49
10645,92,45
10647,24,9
10648,14,7
10649,80,40
10650,76,30
10651,45,21
10653,46,22
10654,218,88
10656,113,53
10657,327,135
10658,309,100
10659,32,14
10663,35,16
10664,NULL,82
10665,56,23
10666,35,15
10667,56,24
10668,18,9
10669,15,6
10670,27,15
10671,47,16
10672,27,16
10673,58,29
10678,80,35
10679,25,12
10680,46,20
10686,97,46
10687,51,35
10688,51,23
10689,73,33
10690,130,50
10691,49,20
10697,75,37
10698,63,27
10699,100,52
10700,35,16
10703,176,44
10704,207,100
10705,19,8
10707,57,28
10708,96,48
10709,66,32
10710,96,48
10711,68,31
10715,553,193
10716,1466,397
10717,66,32
10718,68,34
10719,115,41
10720,150,75
10721,30,12
10722,42,18
10723,140,53
10724,60,28
10725,150,70
10727,35,17
10729,63,28
10730,98,46
10731,38,20
10734,149,72
10736,19,9
10737,26,12
10738,108,57
10739,124,62
10740,78,39
10742,56,30
10743,73,39
10744,104,52
10745,180,72
10749,248,96
10752,399,194
10753,57,27
10754,208,70
10756,NULL,NULL
10757,37,15
10758,161,71
10759,40,15
10760,56,27
10761,52,20
10762,14,7
10763,84,42
10764,18,10
10765,36,16
10768,198,60
10773,55,20
10774,29,11
10775,179,61
10776,955,285
10777,48,24
10778,46,17
10779,103,34
10780,86,28
10781,98,48
10782,407,183
10783,30,13
10784,26,12
10785,102,48
10786,2113,1025
10787,66,26
10788,32,15
10789,18,7
10790,34,14
10792,153,75
10793,86,48
10794,180,88
10795,46,21
10797,48,22
10798,90,42
10805,93,45
10806,94,45
10807,NULL,30
10808,148,74
10809,24,15
10810,148,65
10811,150,78
10812,100,35
10813,178,87
10814,13,5
10815,14,7
10816,43,17
10817,396,95
10818,10,5
10819,127,62
10820,69,33
10821,37,18
10822,50,25
10823,250,125
10847,55,27
10848,82,41
10853,117,55
10854,132,66
10857,93,37
10858,32,14
10861,NULL,198
10862,146,69
10863,98,49
10864,77,39
10865,50,25
10867,53,24
10868,55,31
10869,24,12
10870,33,17
10871,35,16
10872,48,24
10873,52,30
10874,82,31
10875,29,12
10884,23,10
10888,20,6
10889,37,15
10890,35,17
10892,40,16
10893,95,42
10894,147,44
10897,12,6
10898,15,6
10899,81,37
10901,98,43
10902,135,60
10903,31,13
10904,37,19
10905,6,3
10906,80,40
10907,94,47
10908,97,50
10909,66,31
10910,223,96
10911,130,64
10912,224,92
10913,32,14
10914,347,154
10915,20,8
10916,50,17
10920,92,37
10921,34,12
10925,42,20
10927,30,14
10928,41,17
10929,30,14
10930,44,18
10931,51,19
10934,56,27
10936,100,47
10937,56,29
10938,26,14
10939,100,50
10940,19,8
10941,92,49
10942,100,50
10943,76,32
10944,73,38
10945,479,171
10946,191,89
10956,106,53
10957,52,23
10958,20,15
10959,75,35
10961,90,45
10962,26,12
10965,153,65
10966,39,16
10967,42,20
10968,32,16
10969,70,35
10970,59,20
10971,32,12
10972,36,19
10976,110,55
10977,40,20
10978,116,58
10981,101,34
10982,207,68
10987,125,48
10988,20,9
10989,118,48
10990,51,23
10997,30,13
10998,52,26
10999,53,26
11000,228,80
11006,60,27
11008,42,20
11009,119,50
11010,88,41
11011,268,134
11012,60,20
11013,76,36
11016,50,19
11022,35,16
11023,75,36
11024,119,43
11025,34,12
11026,172,64
11027,23,10
11028,326,84
11029,254,117
11030,93722,NULL
11031,50,25
11032,130,59
11033,34,17
11034,384,192
11035,40,20
11036,48,29
11037,43,19
11044,186,63
11045,376,188
11046,70,25
11047,158,70
11048,413,148
11050,24,10
11051,200,84
11052,21,8
11053,102,52
11054,80,36
11055,NULL,188
11056,28,11
11057,26,13
11058,208,98
11059,157,80
11069,96,39
11070,40,23
11071,197,75
11072,71,24
11073,62,21
11075,40,20
11076,80,35
11077,91,41
11078,258,91
11086,130,63
11089,84,40
11090,158,61
11091,36,15
11092,50,19
11093,28,14
11094,44,10
11095,53,19
11096,32,14
11097,67,29
11099,14,7
11100,42,21
11101,20,8
11102,144,72
11103,21,12
11104,36,14
11105,79,40
11106,68,27
11107,64,20
11108,20,10
11109,280,140
11110,183,75
11114,22,10
11115,NULL,146
11120,26,9
11126,149,68
11127,21,8
11130,55,30
11131,17,7
11132,236,86
11133,56,20
11134,245,121
11135,49,22
11139,66,32
11140,50,25
11141,18,8
11144,66,20
11145,234,130
11146,19,8
11147,NULL,127
11148,55,24
11149,10,5
11150,32,16
11151,80,34
11152,44,22
11153,100,49
11157,69,27
11158,30,15
11159,270,131
11162,NULL,172
11163,48,25
11165,272,111
11166,60,31
11167,149,70
11168,110,55
11169,25,10
11170,50,23
11171,60,30
11175,83,39
11176,37,18
11177,96,32
11178,100,50
11179,130,55
11186,94,34
11187,42,23
11188,41,18
11189,51,23
11190,75,25
11191,136,60
11192,79,40
11193,190,92
11194,82,36
11195,99,49
11198,116,58
11199,28,10
11200,33,15
11202,68,33
11203,34,24
11204,118,50
11205,216,108
11206,49,22
11207,275,132
11210,90,45
11211,24,10
11212,247,80
11213,30,12
11214,24,12
11215,153,59
11216,95,50
11217,12,6
11220,37,13
11221,33,16
11222,11,5
11223,97,46
11224,37,12
11225,184,82
11226,28,14
11231,197,66
11232,355,178
11234,166,76
11235,93,44
11236,64,31
11237,149,58
11238,44,22
11239,70,30
11240,112,53
11241,54,23
11242,95,45
11257,20,10
11258,80,40
11259,184,92
11260,32,16
11261,130,59
11262,391,126
11263,452,170
11264,82,36
11266,98,49
11267,50,24
11268,29,12
11269,44,22
11270,114,36
11271,40,19
11272,91,45
11273,75,36
11274,30,15
11275,46,15
11276,35,16
11277,NULL,194
11278,150,71
11279,43,21
11280,68,29
11281,69,31
11282,62,17
11284,48,22
11285,34,18
11286,21,7
11287,81,42
11289,43,20
11290,31,13
11291,136,68
11298,16,8
11299,71,33
11300,154,70
11301,20,11
11302,17,7
11303,70,35
11304,190,81
11305,24,12
11313,40,20
11314,238,119
11315,76,34
11316,60,29
11317,203,100
11319,94,45
11320,148,51
11321,121,57
11322,82,41
11323,49,16
11327,142,70
11329,48,20
11330,61,27
11331,22,9
11332,163,71
11333,29,14
11334,502,127
11335,28,14
11344,212,101
11345,21,10
11346,40,16
11347,64,32
11348,50,20
11349,450,130
11350,30,10
11351,66,36
11352,145,66
11353,40,20
11354,151,70
11355,239,48
11356,30,14
11357,118,51
11358,64,32
11359,53,24
11360,60,30
11361,88,44
11362,12,5
11363,80,34
11364,54,25
11366,26,11
11369,54,27
11370,162,62
11371,49,21
11372,95,42
11373,60,22
11374,110,55
11375,25,11
11376,177,86
11377,108,42
11378,78,38
11379,43,18
11381,99,44
11382,110,49
11383,15,9
11384,10,5
11385,18,9
11386,91,39
11387,28,11
11388,78,34
11389,16,7
11398,144,70
11399,49,18
11403,90,43
11404,54,25
11405,222,104
11408,96,48
11409,140,60
11410,80,40
11411,61,30
11421,28,9
11422,72,30
11423,83,37
11424,35,14
11425,146,50
11426,100,48
11427,NULL,38
11428,33,14
11429,75,31
11430,86,43
11431,32,16
11432,1022,502
11433,92,48
11439,22,10
11440,381,150
11441,96,43
11442,80,23
11443,94,47
11444,150,75
11445,120,57
11446,52,22
11447,194,90
11448,77,39
11449,196,98
11454,59,27
11455,210,97
11456,150,60
11461,63,29
11462,35,21
11464,NULL,107
11467,23,11
11468,54,27
11471,36,16
11472,156,69
11473,14,6
11474,52,23
11475,87,44
11476,NULL,18
11477,183,69
11478,106,54
11479,90,43
11480,254,127
11481,149,75
11482,32,12
11483,81,33
11484,41,18
11485,70,40
11486,50,18
11494,47,21
11495,22,12
11496,92,45
11497,12,5
11498,48,22
11499,75,31
11500,39,20
11501,146,60
11502,47,17
11503,66,31
11509,12,6
11510,356,178
11511,47,23
11512,NULL,80
11513,48,22
11514,42,18
11515,76,30
11524,44,19
11525,26,13
11526,166,80
11527,41,17
11528,9,3
11529,61,32
11530,20,11
11531,81,39
11532,48,25
11533,178,74
11534,37,17
11535,72,28
11536,66,27
11537,220,99
11538,34,14
11539,49,31
11540,45,20
11541,24,10
11542,33,14
11543,176,64
11544,97,43
11545,67,33
11550,57,28
11551,19,9
11552,52,18
11553,54,27
11554,99,40
11555,245,120
11556,36,17
11565,72,30
11566,125,59
11568,NULL,56
11569,35,12
11570,181,87
11571,121,60
11572,16,7
11573,41,20
11574,134,62
11575,20,7
11576,fr.html,NULL
11577,48,17
11578,85,41
11579,31,15
11589,34,16
11590,123,63
11591,353,170
11593,29,13
11594,359,172
11595,57,26
11596,32,14
11597,34,17
11598,150,60
11599,84,41
11600,65,29
11601,100,10
11602,153,59
11603,40,28
11604,86,43
11605,51,24
11607,123,57
11618,35,15
11619,74,32
11620,19,10
11621,36,18
11622,126,63
11625,90,28
11629,73,30
11630,24,13
11632,112,56
11633,18,9
11634,60,30
11635,14,6
11636,17,7
11637,24,12
11638,82,37
11639,31,11
11640,95,46
11641,42,14
11649,48,24
11650,40,14
11651,387,182
11655,40,13
11661,61,20
11662,24,13
11663,65,33
11664,224,84
11665,110,52
11666,20,10
11667,39,19
11668,66,26
11669,27,13
11670,54,29
11674,48,20
11675,60,30
11676,39,14
11681,65,35
11682,136,60
11683,126,57
11684,39,18
11685,68,34
11686,96,46
11692,321,67
11693,NULL,170
11694,208,104
11695,60,30
11696,39,18
11697,174,82
11698,26,12
11699,137,69
11700,51,25
11701,91,42
11702,272,136
11704,177,78
11705,20,10
11706,220,106
11707,70,35
11708,129,60
11709,102,42
11710,92,46
11711,14,7
11712,180,76
11714,103,27
11720,18,9
11721,90,48
11722,110,52
11723,60,25
11724,20,10
11725,26,10
11726,50,17
11727,92,46
11728,76,38
11729,48,25
11730,19,11
11731,39,17
11736,38,15
11748,99,56
11749,80,40
11750,22,11
11754,41,15
11755,68,28
11756,148,74
11757,280,76
11758,287,120
11759,236,105
11760,48,21
11761,156,58
11762,91,46
11763,80,37
11764,64,29
11771,60,9
11772,24,12
11775,110,52
11776,231,87
11777,94,43
11779,30,13
11786,116,55
11787,141,60
11788,177,85
11789,390,172
11790,92,46
11793,150,72
11794,83,40
11797,72,35
11798,19,8
11799,69,37
11800,28,12
11801,90,39
11802,201,72
11803,54,19
11804,78,35
11805,25,11
11810,148,59
11814,159,72
11818,67,28
11820,38,19
11821,42,21
11822,276,103
11823,26,12
11824,80,33
11825,65,27
11826,60,28
11832,24,10
11833,95,47
11840,204,83
11841,15,6
11842,612,204
11843,35,15
11844,42,20
11845,36,17
11846,410,130
11847,90,41
11848,info@masdesgres.com,http://www.masdesgres.com
11849,36,18
11852,21,8
11853,90,41
11854,60,25
11855,72,72
11856,22,10
11857,100,46
11860,37,14
11861,466,132
11862,205,74
11870,47,23
11872,21,9
11873,NULL,180
11875,76,35
11876,44,20
11877,38,19
11879,341,93
11880,58,29
11881,24,12
11885,35,18
11886,57,25
11887,35,15
11888,83,40
11893,31,15
11894,391,121
11895,172,71
11896,48,22
11901,28,14
11902,186,86
11903,39,17
11904,102,51
11905,169,72
11906,37,22
11907,46,17
11908,162,59
11909,24,12
11914,518,177
11915,22,10
11925,135,70
11926,72,36
11927,67,32
11928,93,43
11929,42,18
11930,291,83
11931,41,23
11932,16,6
11933,128,62
11934,170,60
11935,98,49
11936,40,18
11937,46,19
11938,52,26
11939,158,61
11940,40,16
11941,111,46
11942,104,57
11943,64,24
11944,22,11
11946,40,19
11947,103,45
11948,24,9
11949,NULL,68
11955,25,10
11956,55,10
11961,37,17
11962,51,20
11963,12,6
11964,80,34
11966,60,28
11967,122,60
11977,35,14
11978,146,69
11979,100,50
11980,78,32
11985,29,14
11986,24,10
11987,106,54
11988,133,62
11989,91,52
11990,127,55
11991,300,148
11992,97,44
11993,66,36
11994,123,46
11995,46,15
11996,20,8
11997,130,60
11998,90,37
12002,46,22
12005,56,26
12006,152,44
12007,33,15
12008,29,13
12018,137,39
12024,78,42
12025,200,60
12026,76,41
12027,196,80
12028,104,54
12029,42,21
12030,31,8
12037,121,49
12038,40,17
12039,51,26
12040,26,10
12041,76,38
12042,105,60
12046,126,55
12047,115,54
12048,101,42
12049,49,19
12050,24,8
12052,21,10
12054,60,25
12055,26,11
12057,99,44
12058,162,68
12059,256,90
12066,112,63
12067,47,21
12068,129,61
12069,98,32
12070,38,18
12071,92,43
12075,50,25
12076,60,29
12077,134,61
12078,34,12
12079,52,18
12087,20,10
12088,322,108
12089,60,29
12090,62,25
12091,32,13
12092,182,91
12093,165,79
12094,83,40
12095,136,63
12096,20,9
12098,230,125
12105,50,19
12106,37,14
12107,162,81
12108,199,70
12112,71,24
12113,40,14
12114,63,28
12115,52,17
12122,92,46
12123,170,71
12127,24,11
12128,77,39
12129,NULL,162
12130,66,30
12131,25,9
12132,72,35
12133,50,27
12134,80,40
12135,152,76
12136,75,117
12137,27,12
12138,31,17
12146,104,52
12147,225,102
12148,133,65
12149,196,97
12150,NULL,75
12151,48,23
12154,35,16
12155,28,15
12157,142,62
12162,42,16
12163,45,20
12164,56,28
12165,150,82
12166,82,41
12167,19,7
12168,59,19
12172,20,9
12173,38,18
12174,54,33
12175,68,33
12176,141,67
12177,45,18
12178,18,6
12179,28,14
12180,48,22
12190,30,15
12191,20,10
12193,10,5
12196,177,87
12197,41,18
12198,321,134
12199,69,39
12200,74,38
12201,70,36
12202,30,15
12207,47,24
12208,38,19
12209,115,40
12210,158,70
12211,NULL,81
12213,134,60
12214,52,24
12215,30,13
12216,110,46
12217,120,30
12218,200,100
12219,186,62
12220,25,12
12221,20,10
12230,145,69
12231,412,200
12234,175,70
12235,48,18
12237,159,59
12238,22,9
12239,60,27
12240,21,7
12241,240,80
12242,23,10
12243,30,9
12245,28,13
12246,45,19
12247,52,20
12248,82,42
12249,34,16
12250,76,31
12251,35,17
12252,98,49
12253,294,147
12254,50,25
12260,63,32
12269,17,8
12270,24,10
12271,65,31
12272,28,14
12273,856,428
12274,30,11
12275,165,50
12276,112,56
12277,51,21
12278,28,14
12281,34,14
12282,92,46
12283,72,36
12284,34,19
12285,18,8
12287,95,46
12288,62,31
12294,90,37
12295,129,51
12297,22,11
12301,50,29
12303,14,7
12304,91,64
12305,288,18
12306,66,33
12307,72,37
12308,54,29
12309,20,7
12310,88,41
12312,32,12
12315,97,50
12316,90,43
12318,34,17
12319,200,100
12320,506,253
12321,19,7
12334,115,54
12335,36,18
12336,165,84
12337,66,36
12338,57,23
12339,118,42
12340,195,91
12341,79,38
12342,65,24
12343,289,102
12344,70,33
12345,32,10
12346,90,45
12347,154,73
12348,22,10
12349,256,125
12350,115,54
12351,178,76
12358,79,37
12359,162,67
12360,NULL,394
12361,16,6
12362,462,180
12363,141,69
12364,110,50
12365,80,36
12366,49,23
12367,101,48
12368,19,7
12369,16,7
12370,88,41
12371,53,28
12372,123,56
12373,120,39
12374,29,12
12375,64,30
12376,60,28
12386,45,20
12387,132,60
12388,13,6
12389,217,108
12390,20,10
12391,132,66
12394,22,10
12395,28,12
12396,28,15
12397,218,107
12398,60,28
12399,76,29
12400,100,44
12401,94,47
12402,315,142
12403,476,237
12404,298,126
12405,34,17
12419,32,16
12420,26,14
12421,35,16
12422,100,65
12423,171,70
12424,107,61
12426,41,18
12427,8,4
12428,60,25
12429,38,19
12430,168,84
12431,183,83
12432,30,14
12437,65,30
12438,207,68
12439,63,29
12441,18,9
12442,95,43
12445,96,26
12446,168,84
12447,NULL,48
12448,40,17
12449,45,22
12450,100,14
12451,86,40
12454,86,72
12455,8,4
12461,27,10
12462,35,17
12463,79,30
12464,54,27
12465,98,51
12466,42,18
12472,80,37
12473,14,6
12474,80,38
12479,20,8
12480,12,6
12484,17,7
12485,74,37
12486,150,75
12487,162,74
12488,60,30
12489,86,38
12490,574,261
12491,127,70
12492,142,71
12493,27,10
12494,NULL,76
12495,140,58
12496,62,31
12497,257,97
12502,160,80
12505,194,77
12506,66,26
12507,300,150
12508,66,33
12511,42,20
12512,50,17
12513,31,13
12515,89,47
12516,14,6
12517,270,130
12523,20,8
12524,311,157
12525,452,147
12526,48,24
12527,40,24
12528,71,36
12529,203,88
12530,312,41
12531,41,16
12532,254,127
12533,388,132
12534,163,78
12535,89,38
12536,182,67
12537,33,14
12540,80,40
12546,51,27
12547,125,61
12548,75,36
12549,NULL,110
12550,29,15
12551,129,57
12552,278,117
12553,238,122
12556,44,18
12557,78,19
12565,90,44
12566,NULL,52
12567,22,10
12568,52,22
12569,52,26
12570,88,50
12571,49,19
12572,176,88
12573,20,10
12574,27,12
12575,44,19
12576,206,70
12577,47,22
12578,62,31
12579,92,43
12582,46,21
12583,43,18
12588,12,6
12589,57,23
12590,24,12
12591,49,24
12592,24,10
12593,61,24
12596,128,64
12599,22,10
12600,77,40
12610,65,25
12611,91,47
12612,14,7
12613,1423,688
12614,89,42
12615,85,32
12616,209,106
12617,107,46
12618,73,31
12619,228,57
12620,75,38
12621,105,38
12622,98,48
12623,172,102
12625,30,15
12626,150,75
12627,102,51
12628,116,58
12629,43,19
12630,96,40
12631,49,31
12632,62,32
12640,96,48
12641,100,43
12643,102,51
12645,78,33
12646,192,96
12654,190,88
12655,57,28
12657,70,30
12658,73,30
12659,154,77
12663,16,8
12664,44,19
12665,61,26
12666,174,86
12667,29,10
12668,30,11
12677,148,71
12679,64,32
12683,46,22
12684,23,9
12686,38,18
12689,38,21
12690,57,27
12692,20,9
12693,61,25
12694,65,33
12695,NULL,219
12696,59,27
12697,105,45
12698,71,32
12699,18,8
12700,24,10
12701,115,45
12704,58,29
12709,48,24
12710,26,9
12712,80,40
12713,83,41
12714,52,24
12717,180,62
12718,90,44
12719,38,19
12723,33,12
12724,66,30
12726,22,9
12727,73,34
12728,123,52
12729,106,51
12730,23,6
12731,48,18
12732,240,120
12733,110,48
12734,82,41
12735,14,7
12736,55,24
12737,16,7
12738,172,83
12739,33,15
12740,50,19
12741,117,54
12742,20,9
12743,120,52
12748,78,39
12749,14,7
12750,43,20
12751,26,13
12752,29,11
12753,101,54
12756,258,108
12757,86,29
12767,98,46
12768,364,104
12769,64,32
12770,97,51
12771,62,19
12772,72,34
12774,279,135
12775,82,41
12776,147,47
12780,167,81
12781,33,13
12782,148,68
12783,109,35
12784,69,32
12785,29,12
12786,96,48
12787,80,38
12793,25,11
12794,143,71
12795,31,15
12796,13,6
12797,138,67
12807,20,10
12808,57,22
12809,75,34
12810,42,18
12811,135,85
12812,73,29
12813,12,6
12814,38,18
12815,64,30
12816,127,48
12817,60,25
12822,700,349
12823,142,50
12824,19,9
12825,68,34
12826,205,90
12827,60,29
12828,26,13
12830,25,11
12831,17,6
12832,500,250
12833,44,18
12834,84,41
12835,118,45
12836,62,31
12837,150,58
12838,NULL,26
12839,85,42
12840,56,25
12841,32,15
12842,427,144
12846,9,4
12852,561,186
12853,14,7
12855,55,28
12856,214,96
12857,45,21
12858,115,44
12860,96,48
12861,35,17
12866,37,15
12867,21,8
12868,40,18
12869,163,64
12870,61,26
12871,48,18
12872,490,200
12873,40,22
12874,97,40
12875,14,7
12876,29,9
12877,41,16
12878,NULL,23
12887,26,13
12888,75,37
12890,130,52
12891,198,75
12892,86,43
12893,50,24
12894,49,21
12895,36,16
12896,88,36
12897,37,26
12898,NULL,120
12899,71,41
12900,22,7
12903,49,26
12910,55,30
12913,63,31
12914,52,23
12915,339,137
12916,238,118
12917,112,36
12918,50,24
12919,14,7
12920,30,16
12921,102,46
12922,69,35
12924,18,9
12925,189,92
12928,98,50
12929,72,30
12930,82,38
12931,25,12
12932,27,11
12933,154,77
12934,20,13
12936,50,25
12941,146,73
12946,36,12
12947,74,32
12953,281,100
12954,20,8
12955,252,84
12956,21,9
12957,88,44
12958,32,15
12959,20,11
12966,175,85
12967,64,30
12968,71,35
12969,44,20
12974,87,37
12975,188,78
12976,324,162
12977,41,21
12978,60,29
12979,20,11
12983,33,15
12984,143,63
12985,81,37
12986,17,8
12987,18,8
12988,120,60
12989,200,80
12990,306,133
12991,19,8
12992,99,49
12993,89,39
12995,160,80
12998,30,13
12999,19,7
13000,NULL,70
13007,59,29
13008,103,50
13009,223,93
13010,25,13
13011,84,42
13014,78,39
13015,85,42
13016,157,74
13017,42,18
13018,45,20
13019,164,70
13020,46,29
13021,70,31
13022,178,71
13024,42,18
13025,20,10
13026,93,42
13027,116,50
13028,37,18
13032,116,57
13033,30,15
13034,140,58
13035,149,61
13036,194,80
13037,45,22
13039,79,41
13041,182,69
13042,50,32
13043,56,30
13055,158,55
13056,34,17
13057,18,9
13058,32,15
13059,40,15
13060,460,230
13061,86,48
13062,58,24
13063,96,49
13064,34,14
13066,45,18
13077,71,28
13078,27,9
13079,65,40
13080,154,77
13081,20,9
13082,32,15
13083,99,42
13084,20,9
13085,100,49
13086,81,41
13087,91,40
13088,176,96
13089,78,39
13090,57,28
13091,29,17
13092,25,11
13093,149,55
13095,43,20
13099,174,87
13107,35,16
13108,62,28
13109,25,13
13110,91,41
13112,12,7
13113,316,79
13114,365,162
13115,99,62
13116,180,90
13117,112,56
13128,26,13
13129,202,75
13130,NULL,41
13132,254,117
13133,42,21
13134,12,6
13135,70,31
13141,30,18
13142,84,28
13143,34,14
13144,113,56
13147,490,245
13148,125,68
13149,39,18
13150,146,63
13156,44,17
13159,90,45
13160,200,67
13161,22,11
13162,70,34
13163,41,16
13164,46,18
13165,243,88
13166,38,19
13171,33,15
13172,684,250
13173,22,9
13174,30,15
13175,21,9
13176,112,72
13177,82,41
13178,298,102
13179,105,49
13189,159,69
13190,50,21
13192,31,14
13195,168,84
13196,220,103
13198,28,13
13199,411,137
13200,132,47
13201,26,12
13202,14,7
13203,61,27
13212,262,99
13213,NULL,56
13214,354,149
13215,170,85
13217,45,19
13218,58,20
13219,78,36
13220,120,60
13221,88,40
13222,53,25
13223,28,10
13224,120,29
13225,28,14
13226,231,103
13227,74,31
13228,156,78
13229,114,52
13231,26,10
13232,30,12
13233,96,43
13234,66,33
13241,52,21
13242,224,81
13243,69,37
13244,23,8
13245,78,50
13246,43,18
13247,16,7
13248,19,9
13249,40,20
13250,32,16
13255,676,338
13258,24,10
13259,85,41
13260,36,18
13261,40,20
13262,115,55
13267,59,27
13268,37,20
13269,100,39
13270,21,9
13271,93,42
13272,33,13
13273,35,16
13274,66,28
13280,27,12
13281,NULL,68
13282,49,20
13283,48,20
13284,72,32
13285,120,70
13286,172,72
13287,169,49
13296,168,60
13297,35,14
13300,139,68
13301,36,18
13302,102,48
